cx,cy,angle,tx,ty,hit,miss
20,3,6,2,16,0,1
18,8,76,20,17,1,0
12,1,116,9,10,1,0
12,3,57,16,10,1,0
3,6,148,16,18,0,1
13,2,69,0,14,0,1
17,4,159,10,10,0,1
10,6,157,1,10,1,0
7,9,113,4,18,1,0
15,3,39,2,15,0,1
12,9,44,17,15,1,0
0,9,171,0,10,1,0
5,3,95,3,12,1,0
2,5,179,5,15,0,1
6,2,14,19,13,0,1
17,9,72,17,14,1,0
16,2,120,6,18,1,0
7,2,130,14,17,0,1
17,1,105,0,10,0,1
19,2,17,19,14,0,1
0,0,71,1,19,0,1
15,8,3,9,18,0,1
12,4,107,11,15,0,1
16,2,110,10,17,1,0
16,8,67,17,10,1,0
18,6,145,8,11,1,0
14,7,114,10,15,1,0
15,1,147,13,15,0,1
0,4,21,18,11,1,0
9,3,82,8,11,0,1
8,0,60,11,15,0,1
19,3,147,17,18,0,1
15,8,98,20,19,0,1
18,5,93,0,12,0,1
18,5,40,5,11,0,1
20,6,114,18,17,0,1
18,4,123,13,10,1,0
13,2,127,16,13,0,1
17,9,31,3,18,0,1
8,8,141,4,11,1,0
13,8,80,14,14,1,0
15,1,79,3,17,0,1
6,1,47,18,12,1,0
1,9,128,8,19,0,1
11,9,102,12,12,1,0
13,3,102,11,14,1,0
0,9,48,7,18,1,0
12,7,88,14,10,1,0
2,2,163,1,12,0,1
4,4,103,3,15,1,0
2,6,59,5,15,0,1
19,4,63,20,10,1,0
11,8,147,13,11,0,1
3,6,104,11,15,0,1
19,4,158,8,12,0,1
5,8,87,10,12,0,1
10,6,96,15,13,0,1
3,8,153,19,13,0,1
13,7,59,10,19,0,1
4,5,85,6,14,1,0
5,3,103,3,11,1,0
11,5,126,5,15,1,0
11,9,80,1,13,0,1
6,2,126,1,19,0,1
3,9,158,19,10,0,1
16,9,67,17,16,1,0
6,2,77,10,18,1,0
13,6,176,11,18,0,1
5,6,63,9,13,1,0
6,5,8,0,12,0,1
6,8,54,9,13,1,0
10,1,78,6,18,0,1
17,6,117,9,11,0,1
0,9,84,1,15,1,0
10,1,76,14,14,1,0
7,5,163,10,13,0,1
8,2,140,15,18,0,1
19,3,20,5,14,0,1
4,6,91,1,11,0,1
9,5,117,7,13,1,0
3,9,21,14,13,1,0
20,9,119,1,13,0,1
11,5,89,7,17,0,1
20,0,113,14,16,1,0
8,0,11,6,13,0,1
16,1,85,18,10,1,0
19,2,71,17,18,0,1
13,7,94,12,19,1,0
11,7,131,4,15,1,0
17,4,129,5,18,1,0
3,3,86,3,19,1,0
9,2,127,12,12,0,1
0,9,73,2,19,1,0
6,2,48,15,13,1,0
14,8,109,12,14,1,0
7,1,130,19,11,0,1
16,4,99,15,10,1,0
12,7,129,16,13,0,1
11,8,140,7,11,1,0
11,3,158,5,14,0,1
0,6,62,9,15,0,1
16,3,45,16,12,0,1
4,9,94,6,16,0,1
6,7,47,7,10,1,0
13,3,106,18,19,0,1
20,1,41,18,14,0,1
0,8,37,4,11,1,0
14,2,127,13,18,0,1
14,7,124,8,19,1,0
11,8,88,11,10,1,0
20,2,153,19,19,0,1
3,1,35,8,18,0,1
5,4,39,1,16,0,1
4,9,23,19,16,1,0
4,5,76,8,15,1,0
8,5,49,16,16,1,0
13,4,32,12,13,0,1
14,9,131,9,15,1,0
1,1,62,17,17,0,1
16,8,36,15,10,0,1
20,4,126,11,18,1,0
5,9,127,15,14,0,1
19,9,78,3,19,0,1
3,0,100,5,14,0,1
2,8,55,1,10,1,0
12,4,12,8,19,0,1
17,9,144,6,15,1,0
2,0,124,3,12,0,1
14,6,57,19,13,1,0
6,7,145,2,13,0,1
17,3,87,3,17,0,1
11,0,32,7,16,0,1
6,3,84,14,16,0,1
5,1,27,0,18,0,1
12,7,178,5,14,0,1
20,8,21,5,11,0,1
8,0,31,14,16,0,1
15,0,120,6,12,1,0
12,0,108,9,13,1,0
13,5,147,6,11,1,0
3,8,37,3,16,0,1
11,6,103,7,16,1,0
5,5,7,0,17,0,1
9,1,39,20,12,1,0
15,9,102,15,17,1,0
17,2,60,4,15,0,1
10,7,121,8,11,1,0
5,1,59,15,16,1,0
5,8,140,0,10,1,0
17,0,36,1,11,0,1
7,5,36,10,17,0,1
5,9,132,6,10,1,0
17,0,0,17,15,0,1
6,7,51,13,16,1,0
0,8,118,16,19,0,1
8,3,74,3,18,0,1
18,6,10,7,14,0,1
6,5,70,18,14,0,1
19,5,114,12,19,1,0
18,8,46,6,15,0,1
9,6,21,20,14,0,1
12,1,80,15,19,1,0
5,7,64,0,12,0,1
10,6,15,14,14,0,1
17,1,83,19,17,1,0
18,1,47,0,10,0,1
14,0,125,0,18,1,0
17,7,178,17,12,0,1
10,8,72,12,19,1,0
11,5,149,5,17,0,1
4,8,56,19,13,0,1
4,9,106,17,16,0,1
10,7,151,0,18,0,1
18,5,44,2,10,0,1
11,0,147,16,13,0,1
0,6,26,17,15,1,0
7,2,75,0,15,0,1
9,9,154,5,17,0,1
15,9,127,9,18,1,0
20,2,151,13,10,0,1
2,0,114,13,14,0,1
1,4,54,8,16,1,0
16,3,129,3,14,0,1
13,9,51,6,11,0,1
8,4,158,1,12,0,1
20,7,156,2,16,1,0
17,6,43,7,19,0,1
12,1,113,5,15,1,0
18,9,85,19,19,1,0
17,8,140,7,14,1,0
9,8,169,16,15,0,1
8,7,99,5,17,1,0
20,2,77,6,14,0,1
9,5,63,14,11,1,0
7,0,146,2,14,0,1
3,5,95,4,14,1,0
13,4,10,14,15,0,1
9,7,109,3,18,0,1
12,9,60,14,17,0,1
10,2,7,8,19,0,1
12,8,111,11,10,1,0
9,5,127,9,18,0,1
8,9,95,18,12,0,1
9,3,79,15,11,0,1
19,9,166,19,14,0,1
19,7,27,16,14,0,1
5,8,93,15,13,0,1
6,3,180,18,14,0,1
12,3,165,4,12,0,1
20,8,35,20,10,1,0
11,3,68,3,16,0,1
20,9,180,2,15,0,1
7,8,108,6,12,1,0
5,2,15,3,18,0,1
6,8,124,13,14,0,1
7,7,22,8,15,0,1
8,2,122,19,10,0,1
4,2,100,1,19,1,0
20,4,81,16,16,0,1
5,8,20,19,15,1,0
8,5,87,1,12,0,1
15,2,144,7,10,1,0
0,3,38,16,12,0,1
10,6,11,5,11,0,1
2,4,47,7,14,0,1
16,4,153,2,12,1,0
10,3,32,8,17,0,1
4,2,159,4,10,0,1
17,5,68,5,14,0,1
8,0,103,6,15,1,0
7,7,47,10,11,1,0
5,6,114,10,11,0,1
19,2,156,3,10,1,0
19,3,102,13,19,0,1
9,3,106,5,10,1,0
16,7,169,9,10,1,0
12,8,115,12,14,0,1
16,3,177,6,10,0,1
12,3,101,7,19,1,0
19,5,149,19,16,0,1
8,5,115,20,18,0,1
12,8,61,15,13,1,0
18,4,66,11,18,0,1
0,6,119,13,15,0,1
8,7,114,1,17,0,1
9,9,36,14,14,1,0
1,9,169,15,19,0,1
2,8,60,7,19,1,0
10,1,155,1,19,0,1
13,7,132,6,12,1,0
15,3,75,16,13,1,0
13,7,65,14,12,1,0
4,2,17,12,10,0,1
0,3,65,0,14,0,1
6,4,87,5,10,1,0
9,3,92,10,11,1,0
16,3,119,10,15,1,0
5,5,96,4,11,1,0
7,8,111,5,15,1,0
11,8,159,20,10,0,1
7,9,30,14,19,0,1
7,7,176,15,10,0,1
2,2,67,9,19,1,0
6,3,151,7,14,0,1
12,9,3,12,13,0,1
19,7,101,14,14,0,1
10,3,60,15,15,1,0
15,9,24,4,12,0,1
7,4,56,12,12,1,0
17,9,165,20,12,0,1
7,1,65,14,15,1,0
13,0,38,10,18,0,1
10,4,81,14,19,1,0
2,7,82,3,14,1,0
19,3,170,5,17,0,1
11,6,104,7,19,1,0
20,4,155,8,17,0,1
5,5,71,11,17,1,0
10,3,3,18,18,0,1
7,2,123,4,17,0,1
0,3,111,12,15,0,1
18,8,149,10,11,1,0
10,4,30,6,16,0,1
1,7,149,5,13,0,1
10,6,84,13,16,1,0
11,3,40,7,17,0,1
8,6,20,19,10,1,0
10,6,150,10,10,0,1
0,3,32,9,10,1,0
7,1,94,19,10,0,1
10,8,119,20,14,0,1
18,8,64,14,17,0,1
19,1,133,7,16,1,0
5,9,7,20,11,1,0
12,4,154,11,11,0,1
1,3,52,3,14,0,1
9,7,145,17,12,0,1
12,4,109,7,17,1,0
18,9,96,5,12,0,1
3,4,15,16,10,0,1
7,2,121,5,12,0,1
9,6,111,13,12,0,1
16,8,174,0,10,1,0
14,4,29,3,18,0,1
15,2,41,13,19,0,1
10,7,7,4,13,0,1
18,9,169,9,12,1,0
9,4,157,4,13,0,1
3,1,132,11,18,0,1
5,1,139,15,12,0,1
3,5,30,16,11,1,0
5,6,74,7,10,1,0
13,4,37,20,13,0,1
1,2,60,7,16,1,0
6,1,125,0,18,0,1
9,9,39,19,17,1,0
3,3,151,19,15,0,1
17,9,159,4,14,1,0
2,6,101,11,19,0,1
19,1,172,2,10,0,1
20,1,136,8,13,1,0
10,6,42,9,12,0,1
15,3,153,2,14,0,1
12,8,117,8,19,1,0
15,4,99,12,11,1,0
18,1,109,5,15,0,1
4,8,93,2,12,1,0
13,6,78,14,15,1,0
13,9,171,1,11,1,0
9,7,23,0,13,0,1
3,8,119,10,13,0,1
7,5,129,14,10,0,1
8,8,102,6,19,1,0
12,4,98,6,17,0,1
19,5,127,7,19,1,0
11,0,115,2,19,1,0
17,9,69,19,14,1,0
9,5,24,19,11,1,0
1,4,9,0,11,0,1
4,1,104,1,18,1,0
14,7,28,15,16,0,1
16,7,75,18,15,1,0
12,3,27,4,16,0,1
12,6,43,3,11,0,1
2,7,98,1,10,1,0
8,7,31,16,15,0,1
17,7,136,4,18,1,0
7,3,141,4,10,0,1
1,3,94,0,13,1,0
9,9,174,11,10,1,0
18,9,0,8,11,1,0
12,5,16,4,13,0,1
19,9,91,18,18,1,0
10,3,180,2,11,0,1
17,4,82,19,19,1,0
7,2,111,1,17,1,0
15,5,177,14,14,0,1
4,5,85,3,15,1,0
11,6,38,8,17,0,1
14,1,149,17,13,0,1
3,6,60,4,10,1,0
2,9,86,3,14,1,0
18,3,57,11,16,0,1
7,4,26,5,13,0,1
13,6,173,13,18,0,1
20,3,119,17,11,1,0
17,1,136,18,13,0,1
20,2,104,18,11,1,0
14,3,9,16,13,0,1
20,6,58,5,11,0,1
14,6,80,16,11,1,0
13,8,30,20,11,1,0
15,3,140,1,14,1,0
9,9,34,18,17,1,0
14,4,149,11,15,0,1
12,6,66,2,11,0,1
12,9,121,11,10,1,0
6,6,96,4,19,1,0
20,4,138,14,12,1,0
0,7,29,7,12,1,0
19,7,3,15,16,0,1
0,9,154,3,14,0,1
15,1,123,2,17,0,1
20,5,20,5,18,0,1
8,6,101,17,14,0,1
13,9,139,10,14,1,0
7,5,154,0,13,0,1
11,0,149,17,17,0,1
10,7,38,10,19,0,1
8,6,8,5,10,0,1
7,6,140,12,13,0,1
1,3,6,4,18,0,1
11,1,76,13,13,1,0
2,1,122,14,16,0,1
2,7,11,10,12,0,1
12,8,110,11,14,1,0
12,8,105,3,15,0,1
16,0,163,6,18,0,1
1,8,55,7,19,1,0
6,0,84,6,13,1,0
12,5,159,10,15,0,1
1,3,39,7,13,0,1
7,9,65,0,18,0,1
8,4,44,17,14,1,0
7,4,137,17,10,0,1
15,2,78,11,11,0,1
7,9,40,20,18,1,0
8,4,22,19,10,1,0
18,2,111,12,16,1,0
1,4,171,11,19,0,1
8,2,32,20,11,1,0
19,6,115,19,10,1,0
10,6,164,20,11,0,1
15,3,90,5,12,0,1
19,7,138,11,14,1,0
18,6,92,19,19,1,0
7,5,110,5,15,1,0
5,2,143,9,16,0,1
9,4,84,2,10,0,1
13,4,131,3,15,1,0
0,4,80,2,10,1,0
17,8,57,18,12,1,0
17,2,159,20,10,0,1
3,8,95,1,11,1,0
8,8,48,18,17,1,0
13,5,64,20,16,1,0
11,6,103,10,19,1,0
10,4,132,11,13,0,1
12,7,55,19,18,1,0
13,6,142,6,15,0,1
15,7,117,7,16,0,1
2,8,43,4,18,0,1
6,2,129,0,16,0,1
4,5,36,3,17,0,1
17,3,132,0,19,1,0
14,9,52,17,11,1,0
8,5,40,17,12,1,0
18,6,100,17,14,1,0
2,7,28,5,10,1,0
13,3,113,13,10,0,1
6,1,12,3,19,0,1
20,6,135,15,13,1,0
14,0,80,6,10,0,1
11,5,91,10,14,1,0
3,5,95,2,16,1,0
10,5,102,8,17,1,0
15,9,5,5,16,0,1
0,3,123,12,18,0,1
1,4,35,12,12,1,0
16,1,47,15,18,0,1
1,9,72,0,14,0,1
3,7,180,18,19,0,1
12,8,165,14,15,0,1
17,4,30,19,16,0,1
12,2,30,10,19,0,1
0,6,28,20,19,0,1
10,6,127,1,18,1,0
17,9,86,10,18,0,1
15,0,158,20,17,0,1
9,1,48,20,17,0,1
4,3,37,20,17,1,0
20,9,65,20,14,0,1
2,7,106,4,17,0,1
10,1,2,6,11,0,1
9,1,103,8,12,1,0
7,7,38,17,11,0,1
4,4,75,8,14,1,0
6,7,137,17,14,0,1
12,2,86,13,19,1,0
2,3,176,9,16,0,1
20,6,172,5,13,0,1
3,9,46,2,10,1,0
3,9,72,7,17,1,0
8,4,91,11,19,0,1
13,5,81,0,18,0,1
19,4,50,18,13,0,1
11,0,23,17,11,0,1
10,5,117,15,15,0,1
19,6,108,16,13,1,0
19,3,91,19,18,1,0
20,7,95,18,11,1,0
13,6,86,19,17,0,1
19,0,94,10,14,0,1
3,9,25,8,10,1,0
8,0,103,7,10,1,0
12,2,98,12,13,1,0
3,9,39,16,15,0,1
18,4,10,3,14,0,1
5,3,83,7,13,1,0
20,2,43,20,16,0,1
12,5,64,1,16,0,1
15,4,2,8,18,0,1
16,6,75,14,15,0,1
12,9,115,0,14,0,1
12,6,99,17,10,0,1
3,6,48,9,12,1,0
13,0,179,15,16,0,1
11,1,126,8,15,0,1
19,5,134,14,12,1,0
14,7,134,7,10,0,1
10,7,119,17,13,0,1
4,9,87,4,11,1,0
17,7,146,20,10,0,1
18,1,87,10,13,0,1
18,9,170,10,11,1,0
4,2,90,6,18,1,0
0,5,113,7,12,0,1
17,4,103,2,17,0,1
20,3,43,11,15,0,1
0,3,41,16,15,1,0
1,6,47,14,16,0,1
2,5,64,9,16,1,0
14,5,90,15,18,1,0
18,1,120,14,13,0,1
16,3,94,16,10,1,0
3,3,54,9,18,0,1
13,2,148,9,14,0,1
10,0,45,1,10,0,1
12,6,81,14,17,1,0
5,4,13,16,18,0,1
4,1,63,20,18,0,1
13,5,114,9,15,1,0
19,1,22,15,18,0,1
6,7,103,19,13,0,1
11,2,141,3,10,1,0
5,0,112,2,11,1,0
19,5,5,3,17,0,1
16,5,145,0,15,1,0
14,5,81,4,18,0,1
6,1,161,2,14,0,1
7,6,86,6,14,1,0
16,3,178,2,12,0,1
17,4,95,14,19,1,0
5,0,74,2,15,0,1
6,3,91,7,16,1,0
10,1,3,13,14,0,1
14,1,164,13,11,0,1
2,6,55,7,13,1,0
13,8,96,13,13,1,0
7,2,53,6,11,0,1
8,6,47,15,11,1,0
3,0,19,7,14,0,1
19,0,81,16,14,0,1
10,9,26,3,12,0,1
14,3,137,7,12,1,0
2,4,51,12,10,0,1
13,8,65,3,17,0,1
3,7,43,18,16,0,1
4,0,154,12,18,0,1
18,6,116,12,10,0,1
6,0,32,20,10,1,0
17,8,75,20,16,1,0
17,1,140,4,12,1,0
15,3,70,18,16,1,0
13,3,29,8,17,0,1
2,9,49,7,15,1,0
9,6,173,16,15,0,1
1,3,109,17,12,0,1
10,7,157,3,12,1,0
18,8,117,16,16,1,0
11,7,81,12,12,1,0
8,0,145,14,10,0,1
16,7,130,9,17,1,0
9,1,9,16,10,0,1
6,1,100,20,10,0,1
18,3,104,13,15,1,0
18,2,77,19,19,0,1
20,4,39,6,13,0,1
3,5,119,2,10,1,0
10,9,173,2,10,1,0
14,9,112,20,13,0,1
0,3,81,9,14,0,1
9,4,37,20,10,1,0
15,3,134,0,13,0,1
12,9,171,14,10,1,0
13,0,147,8,17,0,1
11,7,93,11,17,1,0
17,6,138,17,14,0,1
0,7,107,0,12,1,0
15,9,144,4,18,1,0
11,9,63,16,18,1,0
7,3,49,4,13,0,1
3,8,122,0,12,1,0
14,2,25,19,12,0,1
7,4,138,3,14,0,1
3,5,78,5,11,1,0
4,9,66,15,19,0,1
12,0,165,17,13,0,1
5,4,59,8,10,1,0
11,2,137,18,10,0,1
19,3,119,12,18,1,0
6,9,180,11,10,1,0
13,7,95,18,10,0,1
12,6,116,3,18,0,1
20,3,6,10,13,0,1
6,7,114,4,14,1,0
19,2,151,5,10,1,0
0,2,126,1,19,0,1
2,7,98,3,10,1,0
0,4,81,13,10,0,1
2,8,66,5,17,1,0
10,6,29,8,19,0,1
17,2,18,2,11,0,1
11,8,170,1,12,0,1
5,9,175,19,14,0,1
7,8,57,10,14,1,0
8,9,53,12,11,1,0
11,7,110,10,11,1,0
13,7,98,11,17,1,0
19,6,141,5,18,1,0
2,6,133,1,17,0,1
3,9,30,20,17,1,0
12,4,142,7,10,1,0
15,9,12,1,19,0,1
17,4,12,1,15,0,1
13,9,31,11,19,0,1
8,5,78,10,13,1,0
2,3,75,12,19,0,1
9,2,78,10,11,1,0
0,5,124,8,15,0,1
3,5,63,6,11,1,0
20,7,40,14,19,0,1
11,8,71,15,11,0,1
4,3,117,6,12,0,1
8,7,49,13,14,1,0
0,6,150,17,17,0,1
7,6,106,4,16,1,0
18,3,133,15,19,0,1
3,1,75,8,13,1,0
12,1,103,9,19,1,0
12,9,162,12,10,1,0
11,0,178,18,16,0,1
10,4,70,15,14,1,0
8,7,79,10,19,1,0
12,8,65,1,13,0,1
12,5,115,9,14,1,0
0,4,36,8,10,1,0
10,9,110,6,16,1,0
5,6,116,4,11,1,0
16,2,46,11,18,0,1
4,6,100,2,12,1,0
13,9,123,12,11,1,0
18,2,101,2,12,0,1
7,8,120,3,15,1,0
17,1,65,10,10,0,1
2,0,93,2,12,1,0
12,9,150,12,11,1,0
6,9,57,16,19,0,1
8,7,74,3,14,0,1
13,1,76,15,17,1,0
5,6,52,4,11,0,1
2,8,34,19,18,1,0
7,6,99,0,10,0,1
8,2,65,11,12,1,0
3,9,28,14,14,1,0
4,1,30,19,10,1,0
11,8,76,19,12,0,1
18,7,75,19,13,1,0
10,3,20,11,15,0,1
5,6,43,14,16,1,0
13,1,105,8,12,1,0
12,5,116,16,16,0,1
8,6,130,18,11,0,1
12,6,166,1,11,0,1
13,5,117,10,12,1,0
10,8,150,4,18,0,1
8,9,145,16,12,0,1
3,9,32,7,11,1,0
13,9,147,2,19,0,1
2,4,76,17,15,0,1
5,1,70,5,14,0,1
3,3,62,9,13,1,0
7,9,81,14,12,0,1
7,1,53,18,14,1,0
0,0,78,19,10,0,1
4,5,171,4,13,0,1
14,7,116,5,16,0,1
18,1,141,4,14,1,0
10,4,75,12,10,1,0
11,5,173,3,15,0,1
16,7,85,16,14,1,0
7,5,101,16,15,0,1
1,8,8,4,10,1,0
16,2,70,13,17,0,1
10,7,153,15,17,0,1
13,1,91,13,10,1,0
14,7,171,18,11,0,1
12,3,125,3,14,1,0
8,4,79,12,19,1,0
3,8,127,0,15,1,0
20,9,157,17,10,1,0
12,2,141,1,12,1,0
16,6,134,12,13,1,0
4,9,91,17,11,0,1
1,1,13,5,11,0,1
9,6,15,2,15,0,1
10,0,149,19,16,0,1
20,4,10,13,14,0,1
4,3,165,5,19,0,1
12,3,61,16,14,1,0
6,9,59,11,15,1,0
0,8,73,3,16,1,0
12,7,67,16,12,1,0
8,1,78,2,11,0,1
2,4,178,20,15,0,1
8,6,83,11,14,0,1
7,3,57,19,18,1,0
16,5,176,20,16,0,1
6,9,168,10,14,0,1
4,1,126,19,15,0,1
7,9,130,8,19,0,1
11,9,135,2,17,1,0
19,9,23,10,12,0,1
12,2,150,0,11,1,0
1,7,147,7,10,0,1
11,0,132,10,15,0,1
17,1,135,11,15,0,1
17,7,161,12,10,1,0
7,0,10,15,10,0,1
18,9,161,12,16,0,1
4,4,48,17,16,1,0
5,6,135,0,13,1,0
2,7,67,5,18,1,0
7,0,117,10,16,0,1
18,9,72,17,10,1,0
16,2,42,16,14,0,1
17,7,50,10,10,0,1
9,9,132,6,13,1,0
5,2,103,1,14,1,0
4,7,36,6,11,0,1
9,4,6,3,18,0,1
4,5,110,18,19,0,1
9,9,134,6,15,0,1
15,9,2,16,16,0,1
8,0,141,9,18,0,1
0,3,43,14,14,1,0
19,5,81,20,15,1,0
1,8,25,8,11,1,0
19,8,59,19,10,1,0
7,8,25,9,11,1,0
10,3,77,15,17,1,0
20,5,144,3,17,1,0
4,5,49,10,13,1,0
13,8,88,12,14,1,0
4,2,62,17,15,0,1
1,6,55,5,15,1,0
4,8,80,6,18,1,0
9,2,127,5,10,1,0
19,0,177,18,18,0,1
16,1,142,0,12,1,0
15,0,118,8,15,1,0
9,7,140,15,10,0,1
3,6,91,13,17,0,1
15,8,17,5,12,0,1
1,0,51,16,14,0,1
11,3,68,16,19,1,0
0,4,54,11,18,1,0
16,8,81,18,14,1,0
14,7,52,5,14,0,1
14,6,142,15,14,0,1
18,2,137,5,12,1,0
19,2,158,16,17,0,1
12,3,135,15,16,0,1
4,5,91,3,11,1,0
7,2,120,11,11,0,1
12,7,135,19,10,0,1
15,9,30,18,15,0,1
13,9,137,7,19,0,1
16,6,123,9,17,1,0
4,8,99,9,19,0,1
11,3,78,13,15,1,0
11,1,62,20,15,1,0
5,8,71,18,15,0,1
16,3,112,13,17,0,1
14,2,98,14,12,1,0
4,6,85,4,13,1,0
20,2,25,17,18,0,1
0,1,18,20,15,0,1
17,5,37,14,13,0,1
0,8,108,14,18,0,1
15,9,122,14,11,1,0
10,1,55,17,10,1,0
14,9,32,18,13,1,0
14,4,2,11,15,0,1
19,0,171,12,11,0,1
2,0,163,3,12,0,1
4,5,102,1,11,1,0
17,8,141,17,13,0,1
4,3,60,9,10,1,0
2,5,102,1,10,1,0
15,8,20,16,10,1,0
17,3,126,11,12,1,0
19,7,67,14,17,0,1
12,6,53,20,11,0,1
19,5,46,4,14,0,1
1,9,48,19,16,0,1
3,2,81,3,14,1,0
3,3,40,7,16,0,1
10,6,160,16,14,0,1
16,7,171,3,18,0,1
9,6,55,12,11,1,0
10,8,37,12,12,1,0
6,9,50,9,13,1,0
6,2,61,18,12,0,1
12,8,80,14,12,1,0
6,4,155,4,15,0,1
7,5,99,8,11,1,0
5,1,161,12,10,0,1
0,1,16,11,19,0,1
12,1,177,8,15,0,1
10,9,14,20,11,1,0
8,6,84,18,13,0,1
12,2,82,2,16,0,1
20,5,15,10,11,0,1
1,4,7,4,11,0,1
6,4,135,4,15,0,1
6,5,63,0,14,0,1
13,9,38,18,17,0,1
4,2,126,11,13,0,1
17,4,115,11,19,1,0
8,8,57,12,14,1,0
4,7,33,10,19,0,1
18,8,60,20,14,1,0
15,9,72,20,18,1,0
13,6,139,16,18,0,1
3,0,38,15,11,1,0
6,3,71,11,14,1,0
17,8,179,11,10,1,0
2,3,144,1,16,0,1
12,3,126,18,13,0,1
13,9,51,0,17,0,1
18,6,135,2,17,0,1
20,6,98,19,17,1,0
11,9,144,12,10,1,0
2,2,112,9,19,0,1
10,7,151,0,13,1,0
15,9,108,14,13,1,0
6,4,154,19,18,0,1
15,7,74,16,14,1,0
2,3,36,13,12,1,0
8,3,176,4,14,0,1
6,3,22,3,17,0,1
10,9,119,15,12,0,1
10,4,119,2,15,1,0
6,5,72,9,19,1,0
18,5,176,10,18,0,1
12,5,173,18,16,0,1
12,3,66,19,13,0,1
7,5,167,8,15,0,1
0,5,42,17,12,0,1
3,6,125,19,16,0,1
4,3,158,13,13,0,1
8,9,154,20,19,0,1
9,3,143,8,16,0,1
4,1,107,0,19,1,0
10,7,94,19,18,0,1
10,1,153,16,13,0,1
17,9,94,17,18,1,0
4,8,40,11,12,1,0
15,6,114,11,19,1,0
19,4,125,7,19,1,0
10,0,153,18,16,0,1
12,2,107,8,16,1,0
1,2,157,18,14,0,1
8,5,175,0,14,0,1
0,2,84,0,19,1,0
5,0,44,20,17,1,0
9,1,129,0,12,1,0
0,2,24,14,11,0,1
6,0,44,20,16,1,0
19,1,61,0,13,0,1
18,7,151,0,16,1,0
0,6,28,2,10,0,1
4,1,90,3,11,1,0
10,8,147,3,13,1,0
10,1,34,18,12,0,1
1,0,85,1,16,1,0
5,0,110,0,13,1,0
14,6,139,1,19,1,0
9,2,89,16,17,0,1
17,5,105,17,12,1,0
8,3,48,14,12,1,0
2,3,7,1,19,0,1
8,7,75,8,13,1,0
18,8,49,4,16,0,1
8,2,143,8,14,0,1
8,8,55,19,18,0,1
6,8,153,20,13,0,1
13,7,146,9,12,1,0
20,4,170,14,16,0,1
11,9,49,17,14,1,0
5,9,95,6,18,1,0
1,1,90,2,13,1,0
19,7,24,16,17,0,1
13,8,142,13,19,0,1
17,5,83,10,18,0,1
13,3,118,6,18,1,0
1,1,8,8,18,0,1
5,8,45,12,17,1,0
5,7,157,2,10,1,0
5,0,106,20,10,0,1
7,3,18,17,14,0,1
15,7,136,9,13,1,0
2,7,100,0,15,1,0
2,7,76,6,18,1,0
0,9,8,3,10,1,0
5,9,138,1,14,1,0
1,9,2,7,16,0,1
7,2,107,2,16,1,0
0,6,62,6,19,1,0
16,4,117,5,11,0,1
18,1,87,19,13,1,0
5,9,161,1,10,1,0
10,6,117,5,10,0,1
0,2,78,20,10,0,1
9,2,68,3,18,0,1
9,7,19,4,17,0,1
15,4,0,1,18,0,1
1,7,91,10,19,0,1
5,4,91,6,11,1,0
1,1,42,11,15,0,1
18,9,137,14,14,1,0
14,6,153,3,10,1,0
10,0,156,1,15,0,1
9,4,136,4,10,1,0
11,5,154,1,11,1,0
11,8,106,8,14,1,0
18,8,85,14,15,0,1
12,7,7,18,18,0,1
3,4,0,17,11,0,1
19,3,92,19,11,1,0
7,3,74,16,17,0,1
12,0,152,19,16,0,1
0,3,20,2,16,0,1
12,9,46,19,14,1,0
7,9,82,14,15,0,1
16,8,74,17,18,1,0
3,7,131,15,18,0,1
5,5,47,15,18,1,0
10,0,146,14,10,0,1
15,0,12,4,18,0,1
3,6,100,3,16,1,0
7,1,53,11,14,0,1
7,3,102,7,11,1,0
1,8,52,5,10,1,0
2,4,82,4,15,1,0
0,7,136,2,14,0,1
14,6,125,17,18,0,1
8,4,113,15,19,0,1
15,0,160,3,16,0,1
19,4,134,14,11,1,0
0,2,166,0,11,0,1
11,4,67,2,10,0,1
15,4,156,9,18,0,1
6,9,130,5,10,1,0
12,0,147,1,12,0,1
1,2,119,7,13,0,1
2,6,23,1,12,0,1
14,5,153,3,11,1,0
10,3,89,12,19,1,0
15,8,81,6,10,0,1
8,5,143,6,12,0,1
16,1,82,8,18,0,1
17,8,164,10,10,1,0
1,4,76,9,14,0,1
6,6,32,15,12,1,0
4,5,72,10,19,1,0
13,3,126,4,12,1,0
17,8,7,9,17,0,1
10,4,11,20,15,0,1
14,9,13,13,13,0,1
7,3,115,0,15,1,0
19,1,39,11,13,0,1
2,6,50,7,10,1,0
13,9,58,1,10,0,1
5,0,84,17,17,0,1
5,5,3,2,12,0,1
12,1,110,1,10,0,1
3,8,34,7,10,1,0
3,1,87,0,16,0,1
7,2,166,15,14,0,1
18,2,99,18,13,1,0
4,3,174,6,16,0,1
10,6,154,5,15,0,1
7,8,121,1,11,0,1
12,7,21,13,17,0,1
6,4,81,20,18,0,1
4,1,66,1,12,0,1
13,6,99,6,17,0,1
4,7,146,0,10,1,0
11,8,31,16,11,1,0
1,9,120,4,19,0,1
1,4,132,8,16,0,1
14,3,111,4,11,0,1
1,0,86,19,15,0,1
6,1,137,12,11,0,1
4,6,45,7,10,1,0
13,6,120,6,17,1,0
